"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez","symbol","chr","start","end","strand","biotype","description"
"365","ENSG00000112290",641.29912532298,0.573972120030337,0.154714276109176,3.7098846626494,0.000207353689660726,0.0029023767374415,8936,"WASF1","6",110099819,110180004,-1,"protein_coding","WAS protein family, member 1 [Source:HGNC Symbol;Acc:HGNC:12732]"
"454","ENSG00000121753",515.009318318253,-0.684756851963053,0.167548160985657,-4.08692550210487,4.37127405964051e-05,0.000774303457698894,576,"ADGRB2","1",31727117,31764893,-1,"protein_coding","adhesion G protein-coupled receptor B2 [Source:HGNC Symbol;Acc:HGNC:944]"
"1364","ENSG00000211448",661.830448623151,1.46914323990111,0.293626920154195,5.0034351044162,5.63176306029796e-07,1.66913995201982e-05,1734,"DIO2","14",80197527,80387757,-1,"protein_coding","deiodinase, iodothyronine, type II [Source:HGNC Symbol;Acc:HGNC:2884]"
"588","ENSG00000134686",2933.64246142684,1.43948992679628,0.105843081359114,13.600226942678,3.99192842637671e-42,6.71752844638614e-39,1912,"PHC2","1",33323623,33431052,-1,"protein_coding","polyhomeotic homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:3183]"
"1367","ENSG00000213160",217.817229383799,1.6429635440418,0.355676503149593,4.6192636552963,3.8510425812961e-06,9.3318463829967e-05,100526832,"KLHL23","2",169694488,169776989,1,"protein_coding","kelch-like family member 23 [Source:HGNC Symbol;Acc:HGNC:27506]"
"459","ENSG00000122376",411.662012045565,0.440073541627081,0.113685941769767,3.87095831530606,0.000108408330701353,0.00170315785111203,54537,"FAM35A","10",87094161,87191468,1,"protein_coding","family with sequence similarity 35, member A [Source:HGNC Symbol;Acc:HGNC:28773]"
"295","ENSG00000105963",29.5206783701261,2.13159720211421,0.639266643519904,3.33444146307602,0.000854708881683964,0.0091351912583653,11033,"ADAP1","7",897901,955407,-1,"protein_coding","ArfGAP with dual PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16486]"
"94","ENSG00000070087",2488.0872201094,-0.352788175279803,0.095383947747597,-3.69861159671588,0.000216782034098223,0.00300656035386225,5217,"PFN2","3",149964904,150050788,-1,"protein_coding","profilin 2 [Source:HGNC Symbol;Acc:HGNC:8882]"
"1188","ENSG00000182197",5315.48796069254,-0.800350715771677,0.114977923586784,-6.96090771866812,3.3808719054404e-12,2.99434532209911e-10,2131,"EXT1","8",117794490,118111853,-1,"protein_coding","exostosin glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3512]"
"145","ENSG00000083097",528.377676521474,-0.541133656289734,0.146392966470432,-3.69644573326568,0.000218638967453053,0.00302470047551455,23033,"DOPEY1","6",83067666,83171350,1,"protein_coding","dopey family member 1 [Source:HGNC Symbol;Acc:HGNC:21194]"
"408","ENSG00000116016",22509.898342572,-0.674675648521143,0.196051817358958,-3.44131290191438,0.00057889866878364,0.00669268728147193,2034,"EPAS1","2",46293667,46386703,1,"protein_coding","endothelial PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:3374]"
"837","ENSG00000155975",968.009442174325,0.526642596218277,0.145449033481385,3.62080505874024,0.000293687742926121,0.00386437955396708,137492,"VPS37A","8",17246571,17302427,1,"protein_coding","vacuolar protein sorting 37 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:24928]"
"916","ENSG00000163320",2208.98291394647,0.309433267023929,0.0911389223631257,3.39518242042683,0.000685828881190826,0.0076599398271645,8545,"CGGBP1","3",88051944,88149885,-1,"protein_coding","CGG triplet repeat binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1888]"
"125","ENSG00000076716",469.00081974881,0.981535126815775,0.265649029678398,3.69485681165125,0.000220010737142354,0.00303466540439066,2239,"GPC4","X",133300103,133415490,-1,"protein_coding","glypican 4 [Source:HGNC Symbol;Acc:HGNC:4452]"
"957","ENSG00000164850",99.0199425953336,-0.78983095638109,0.220670905862402,-3.57922560427419,0.000344613876479312,0.00441450858896565,2852,"GPER1","7",1082208,1093815,1,"protein_coding","G protein-coupled estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:4485]"
"264","ENSG00000103196",3096.15933899728,2.62603415816356,0.267453556247112,9.81865485361972,9.35839164106264e-23,3.37459146199747e-20,83716,"CRISPLD2","16",84819984,84920768,1,"protein_coding","cysteine-rich secretory protein LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25248]"
"966","ENSG00000165533",721.767447559042,-0.6478124279047,0.137530250735407,-4.7103268149421,2.47319881838136e-06,6.28466377590364e-05,123016,"TTC8","14",88824153,88881078,1,"protein_coding","tetratricopeptide repeat domain 8 [Source:HGNC Symbol;Acc:HGNC:20087]"
"1050","ENSG00000169744",723.01402678599,-1.33060622854749,0.178685984653428,-7.44661776987309,9.57635515289988e-14,1.08234252828857e-11,9079,"LDB2","4",16501541,16898809,-1,"protein_coding","LIM domain binding 2 [Source:HGNC Symbol;Acc:HGNC:6533]"
"1421","ENSG00000263956",417.051579692529,-0.549776733039891,0.0971250834388517,-5.66050204102034,1.50930793546005e-08,6.80311567932809e-07,200030,"NBPF11","1",148102046,148152322,-1,"protein_coding","neuroblastoma breakpoint family, member 11 [Source:HGNC Symbol;Acc:HGNC:31993]"
"139","ENSG00000080815",1800.45100441766,0.503749228017478,0.136728878741854,3.68429283303466,0.000229338464117282,0.00314613318755094,5663,"PSEN1","14",73136418,73223691,1,"protein_coding","presenilin 1 [Source:HGNC Symbol;Acc:HGNC:9508]"
"775","ENSG00000149256",689.79408424568,-1.3372351979276,0.396795810107372,-3.37008396728219,0.000751452819014108,0.00825879708482007,26011,"TENM4","11",78652831,79440948,-1,"protein_coding","teneurin transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:29945]"
"761","ENSG00000148120",677.473392933758,1.23763796871113,0.150992015036917,8.19671138509236,2.47052653196947e-16,3.93853940280818e-14,84909,"C9orf3","9",94726701,95087218,1,"protein_coding","chromosome 9 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:1361]"
"261","ENSG00000103111",1094.91009540961,0.430736838779787,0.128930697067383,3.34084006816988,0.000835253216507119,0.00895251943665981,22879,"MON1B","16",77190835,77202405,1,"protein_coding","MON1 secretory trafficking family member B [Source:HGNC Symbol;Acc:HGNC:25020]"
"101","ENSG00000071127",9848.71344644679,0.727931481813529,0.197726948690647,3.68149858496229,0.000231867076422711,0.00316933833251079,9948,"WDR1","4",10074339,10116949,-1,"protein_coding","WD repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12754]"
"810","ENSG00000153443",340.46851160828,0.676824887683445,0.142943529019753,4.73491099824404,2.19151247016593e-06,5.6350520136949e-05,124402,"UBALD1","16",4608883,4615027,-1,"protein_coding","UBA-like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29576]"
"208","ENSG00000100092",153.00336722171,-0.6453530423019,0.18831334869036,-3.42701697351812,0.000610250923829948,0.00698582784686664,23616,"SH3BP1","22",37634654,37666932,1,"protein_coding","SH3-domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10824]"
"265","ENSG00000103257",449.93306455955,-1.14382525154276,0.309997256076454,-3.68979153564076,0.000224437892117838,0.00309010170556787,8140,"SLC7A5","16",87830023,87869488,-1,"protein_coding","solute carrier family 7 (amino acid transporter light chain, L system), member 5 [Source:HGNC Symbol;Acc:HGNC:11063]"
"1128","ENSG00000174306",3453.200286637,1.10706655195522,0.150473919095552,7.35719889938016,1.87809410172176e-13,2.00655260047261e-11,23051,"ZHX3","20",41178448,41317672,-1,"protein_coding","zinc fingers and homeoboxes 3 [Source:HGNC Symbol;Acc:HGNC:15935]"
"804","ENSG00000152779",55.6832349115518,2.90646305559147,0.578835586537055,5.02122385560241,5.13432789162897e-07,1.54899195057213e-05,387700,"SLC16A12","10",89430299,89556641,-1,"protein_coding","solute carrier family 16, member 12 [Source:HGNC Symbol;Acc:HGNC:23094]"
"1008","ENSG00000167549",2012.78985108593,2.38044042391612,0.287092468448198,8.29154605407434,1.11785834238648e-16,1.88110717727146e-14,84940,"CORO6","17",29614756,29622907,-1,"protein_coding","coronin 6 [Source:HGNC Symbol;Acc:HGNC:21356]"
"451","ENSG00000121210",445.587234703378,-0.629070969796134,0.185450972989279,-3.39211469023945,0.000693554027228646,0.00772343804586606,23240,"KIAA0922","4",153466346,153636711,1,"protein_coding","KIAA0922 [Source:HGNC Symbol;Acc:HGNC:29146]"
"722","ENSG00000144746",5784.89898975036,0.510971502127692,0.0936382168965356,5.45686920429383,4.84603046834927e-08,1.8867128905694e-06,10550,"ARL6IP5","3",69084944,69106066,1,"protein_coding","ADP-ribosylation factor-like 6 interacting protein 5 [Source:HGNC Symbol;Acc:HGNC:16937]"
"762","ENSG00000148175",13493.9203682606,1.42716829196438,0.100381138944251,14.2174945111651,7.136248584761e-46,1.80130808027009e-42,2040,"STOM","9",121338988,121370304,-1,"protein_coding","stomatin [Source:HGNC Symbol;Acc:HGNC:3383]"
"440","ENSG00000119523",802.028795708802,0.389964515533688,0.0950881913230322,4.1010824804618,4.11221940629614e-05,0.000736412815298835,85365,"ALG2","9",99216426,99221956,-1,"protein_coding","ALG2, alpha-1,3/1,6-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:23159]"
"874","ENSG00000159720",1497.03235440015,-0.388786406249537,0.0881089178989237,-4.41256589594646,1.02152688562548e-05,0.000219136326951811,9114,"ATP6V0D1","16",67438014,67481237,-1,"protein_coding","ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1 [Source:HGNC Symbol;Acc:HGNC:13724]"
"999","ENSG00000166963",7139.81802714842,-0.736426159748524,0.174850087048638,-4.2117574670905,2.53391523474495e-05,0.000490743557931104,4130,"MAP1A","15",43510958,43531620,1,"protein_coding","microtubule-associated protein 1A [Source:HGNC Symbol;Acc:HGNC:6835]"
"1268","ENSG00000189184",6553.75163027371,-0.900224374665201,0.133922977763384,-6.72195608027564,1.79301004545447e-11,1.42921774412673e-09,54510,"PCDH18","4",137518918,137532494,-1,"protein_coding","protocadherin 18 [Source:HGNC Symbol;Acc:HGNC:14268]"
"1312","ENSG00000197702",5727.43853424502,0.440926482970997,0.128270219011026,3.43748132941986,0.000587151196828179,0.00676743141245264,55742,"PARVA","11",12377185,12530801,1,"protein_coding","parvin, alpha [Source:HGNC Symbol;Acc:HGNC:14652]"
"1034","ENSG00000168884",664.528543304806,0.573758033747748,0.145046423429392,3.95568549835393,7.63155048913186e-05,0.00125903956599022,79155,"TNIP2","4",2741648,2756376,-1,"protein_coding","TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:19118]"
"1040","ENSG00000169085",48.8452176303761,1.44590101902107,0.418411095473289,3.45569473339499,0.000548876555736754,0.00644898016806295,254778,"C8orf46","8",66460003,66518524,1,"protein_coding","chromosome 8 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:28498]"
"285","ENSG00000105281",5659.78828451388,0.425756130860123,0.0898224329333821,4.73997549338137,2.13744069550837e-06,5.53359646726057e-05,6510,"SLC1A5","19",46774883,46788594,-1,"protein_coding","solute carrier family 1 (neutral amino acid transporter), member 5 [Source:HGNC Symbol;Acc:HGNC:10943]"
"401","ENSG00000115419",4336.31336479654,1.05135410120697,0.178074056238972,5.90402736598573,3.54733280376658e-09,1.79680118103829e-07,2744,"GLS","2",190880827,190965552,1,"protein_coding","glutaminase [Source:HGNC Symbol;Acc:HGNC:4331]"
"104","ENSG00000072121",1060.0914271206,-0.520233572685896,0.142326075825939,-3.65522318849096,0.000256958332875272,0.00345309134995208,23503,"ZFYVE26","14",67727374,67816590,-1,"protein_coding","zinc finger, FYVE domain containing 26 [Source:HGNC Symbol;Acc:HGNC:20761]"
"763","ENSG00000148219",231.083081845402,-0.586369984982782,0.159224500138184,-3.68266180439503,0.000230811276301486,0.00316061191644304,23245,"ASTN2","9",116425225,117415070,-1,"protein_coding","astrotactin 2 [Source:HGNC Symbol;Acc:HGNC:17021]"
"301","ENSG00000106086",475.13757763951,0.710133275766262,0.18051056888118,3.9340260250008,8.35347326181152e-05,0.00136182295532977,84725,"PLEKHA8","7",30027404,30130483,1,"protein_coding","pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8 [Source:HGNC Symbol;Acc:HGNC:30037]"
"232","ENSG00000101255",287.952541212551,-1.05198490483468,0.305880833925414,-3.43919849875652,0.000583439267506764,0.00673489916645575,57761,"TRIB3","20",362835,397559,1,"protein_coding","tribbles pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:16228]"
"664","ENSG00000139132",1181.85578266924,2.05688313394257,0.23652771847447,8.69616105549417,3.43301089802804e-18,7.02607433116684e-16,121512,"FGD4","12",32399529,32646050,1,"protein_coding","FYVE, RhoGEF and PH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19125]"
"519","ENSG00000128510",163.354469753081,-2.22859865027444,0.535561017235609,-4.16124134982366,3.16522352569942e-05,0.000590360964245293,51200,"CPA4","7",130293134,130324180,1,"protein_coding","carboxypeptidase A4 [Source:HGNC Symbol;Acc:HGNC:15740]"
"63","ENSG00000060138",4860.55982553886,0.461971611040143,0.126672145967311,3.64698653766676,0.000265333819905963,0.00354676143201748,8531,"YBX3","12",10699089,10723312,-1,"protein_coding","Y box binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2428]"
"382","ENSG00000113719",6880.15736766063,0.779903926390619,0.12233334355511,6.37523592281511,1.82681512943935e-10,1.19254806617927e-08,57222,"ERGIC1","5",172834275,172952685,1,"protein_coding","endoplasmic reticulum-golgi intermediate compartment 1 [Source:HGNC Symbol;Acc:HGNC:29205]"
"71","ENSG00000064393",2644.13273407947,0.606730202650542,0.166450352046409,3.64511216222225,0.000267275208141559,0.00356641676414441,28996,"HIPK2","7",139561570,139777778,-1,"protein_coding","homeodomain interacting protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14402]"
"1066","ENSG00000170776",2917.057455751,0.556055202600469,0.130983211436604,4.24524026019625,2.18359320883319e-05,0.000431730014984055,11214,"AKAP13","15",85380571,85749358,1,"protein_coding","A kinase (PRKA) anchor protein 13 [Source:HGNC Symbol;Acc:HGNC:371]"
"1112","ENSG00000173114",63.868510860744,-1.08644838476078,0.316992757342279,-3.42736027747053,0.000609479861467723,0.00698227874578568,54674,"LRRN3","7",111091006,111125454,1,"protein_coding","leucine rich repeat neuronal 3 [Source:HGNC Symbol;Acc:HGNC:17200]"
"1437","ENSG00000277445",20.8213920193261,-1.5178062816579,0.453013627710298,-3.35046495031389,0.00080676018494891,0.00872118701002944,64506,"CPEB1","CHR_HSCHR15_5_CTG8",82622289,82720771,-1,"protein_coding","cytoplasmic polyadenylation element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:21744]"
"1071","ENSG00000170873",1670.51689714334,1.8807736107075,0.443314809969129,4.24252375154908,2.21020141239893e-05,0.000435286090907436,9788,"MTSS1","8",124550790,124728429,-1,"protein_coding","metastasis suppressor 1 [Source:HGNC Symbol;Acc:HGNC:20443]"
"1428","ENSG00000275066",507.826353144363,-0.531025611764737,0.144073875915341,-3.68578695055563,0.000227997027234616,0.00313132167638063,11276,"SYNRG","17",37514797,37609496,-1,"protein_coding","synergin, gamma [Source:HGNC Symbol;Acc:HGNC:557]"
"752","ENSG00000147130",1012.76452660113,-0.543330197563886,0.0953754713713518,-5.69674980109286,1.2211292461168e-08,5.65565823621986e-07,9203,"ZMYM3","X",71239624,71255146,-1,"protein_coding","zinc finger, MYM-type 3 [Source:HGNC Symbol;Acc:HGNC:13054]"
"735","ENSG00000145777",152.344620594276,-2.71541783569005,0.288511616331504,-9.41181457515386,4.87644390537751e-21,1.47707485893885e-18,85480,"TSLP","5",111070062,111078024,1,"protein_coding","thymic stromal lymphopoietin [Source:HGNC Symbol;Acc:HGNC:30743]"
"1229","ENSG00000185338",223.104048575904,-1.17908662241991,0.316332133999427,-3.72736910257131,0.000193488994224079,0.00274124491816994,8651,"SOCS1","16",11254405,11256179,-1,"protein_coding","suppressor of cytokine signaling 1 [Source:HGNC Symbol;Acc:HGNC:19383]"
"599","ENSG00000135446",1921.53408569472,-0.722359550153092,0.182487273817302,-3.95841055128198,7.54501869025354e-05,0.00124748152908177,1019,"CDK4","12",57747727,57756013,-1,"protein_coding","cyclin-dependent kinase 4 [Source:HGNC Symbol;Acc:HGNC:1773]"
"634","ENSG00000137266",215.367386980664,-1.28522710354154,0.21322988534979,-6.02742482102455,1.66592699270519e-09,8.82184066591612e-08,63027,"SLC22A23","6",3268962,3457022,-1,"protein_coding","solute carrier family 22, member 23 [Source:HGNC Symbol;Acc:HGNC:21106]"
"830","ENSG00000155008",609.972719562892,0.707423088118875,0.182225582031686,3.88212829522402,0.000103546219893392,0.00164210209453971,139322,"APOOL","X",85003826,85093316,1,"protein_coding","apolipoprotein O-like [Source:HGNC Symbol;Acc:HGNC:24009]"
"1329","ENSG00000198668",4114.69671143046,0.349275275567531,0.0918748688235933,3.80164108030637,0.000143740853146537,0.00215114152263271,805,"CALM1","14",90396502,90408261,1,"protein_coding","calmodulin 1 (phosphorylase kinase, delta) [Source:HGNC Symbol;Acc:HGNC:1442]"
"490","ENSG00000125503",2642.92992334253,0.679974727222376,0.0848958649327266,8.00951527805509,1.15161432344245e-15,1.67703835851307e-13,54776,"PPP1R12C","19",55090913,55117559,-1,"protein_coding","protein phosphatase 1, regulatory subunit 12C [Source:HGNC Symbol;Acc:HGNC:14947]"
"559","ENSG00000132356",2379.48217418789,0.743612138826429,0.0977773289309571,7.60515905841027,2.84553705698318e-14,3.39335895496143e-12,5562,"PRKAA1","5",40759379,40798374,-1,"protein_coding","protein kinase, AMP-activated, alpha 1 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9376]"
"708","ENSG00000143748",279.400176710217,-0.591046572133689,0.156433122107032,-3.77826999917122,0.00015792161082943,0.00232608538830508,4931,"NVL","1",224227334,224330387,-1,"protein_coding","nuclear VCP-like [Source:HGNC Symbol;Acc:HGNC:8070]"
"835","ENSG00000155897",24.0088583432713,-3.44267460871759,0.762473994237642,-4.51513708629465,6.32758204947126e-06,0.000143459925358147,114,"ADCY8","8",130780301,131042426,-1,"protein_coding","adenylate cyclase 8 (brain) [Source:HGNC Symbol;Acc:HGNC:239]"
"660","ENSG00000138669",290.638379653244,-1.29714469539269,0.288321500762758,-4.49895235686926,6.82891582440275e-06,0.000153904657977053,5593,"PRKG2","4",81087370,81215117,-1,"protein_coding","protein kinase, cGMP-dependent, type II [Source:HGNC Symbol;Acc:HGNC:9416]"
"694","ENSG00000142459",584.095969748269,-0.472592865848008,0.102500814492819,-4.61062546855292,4.01459251524076e-06,9.69712976767486e-05,115704,"EVI5L","19",7830233,7864976,1,"protein_coding","ecotropic viral integration site 5-like [Source:HGNC Symbol;Acc:HGNC:30464]"
"847","ENSG00000157152",39.3407229279849,2.76160962724254,0.394547591500436,6.99943349480437,2.56999536863459e-12,2.37733806496918e-10,6854,"SYN2","3",12004402,12191400,1,"protein_coding","synapsin II [Source:HGNC Symbol;Acc:HGNC:11495]"
"1267","ENSG00000189007",174.719484074007,-1.12891379307568,0.269036921528494,-4.19612961173477,2.71514906091022e-05,0.000521347912785925,134637,"ADAT2","6",143422832,143450673,-1,"protein_coding","adenosine deaminase, tRNA-specific 2 [Source:HGNC Symbol;Acc:HGNC:21172]"
"989","ENSG00000166484",1065.03004001083,0.770603896579557,0.169418567408863,4.54852091105125,5.40242759511913e-06,0.000125824491788943,5598,"MAPK7","17",19377721,19383544,1,"protein_coding","mitogen-activated protein kinase 7 [Source:HGNC Symbol;Acc:HGNC:6880]"
"533","ENSG00000130402",7227.13088029922,0.829113814964176,0.186482056849678,4.44607823921912,8.74521089275082e-06,0.000191396270188889,81,"ACTN4","19",38647649,38731583,1,"protein_coding","actinin, alpha 4 [Source:HGNC Symbol;Acc:HGNC:166]"
"1238","ENSG00000185813",542.652954959198,1.06734902784954,0.152587485793503,6.99499714736754,2.6526432637942e-12,2.43480498364625e-10,5833,"PCYT2","17",81900965,81911464,-1,"protein_coding","phosphate cytidylyltransferase 2, ethanolamine [Source:HGNC Symbol;Acc:HGNC:8756]"
"180","ENSG00000091527",4909.37066465247,0.73098871856943,0.111034618452831,6.58343072417511,4.59714839141272e-11,3.34076203229619e-09,55573,"CDV3","3",133573730,133590261,1,"protein_coding","CDV3 homolog (mouse) [Source:HGNC Symbol;Acc:HGNC:26928]"
"160","ENSG00000087086",187654.439105845,-0.626117546254531,0.173701863672749,-3.60455284137955,0.000312690827440246,0.00408250222550218,2512,"FTL","19",48965301,48966878,1,"protein_coding","ferritin, light polypeptide [Source:HGNC Symbol;Acc:HGNC:3999]"
"645","ENSG00000137965",203.386626205411,-1.03437196052651,0.235653238390532,-4.38938148098911,1.13673509874875e-05,0.000240444875287008,10561,"IFI44","1",78649796,78664078,1,"protein_coding","interferon-induced protein 44 [Source:HGNC Symbol;Acc:HGNC:16938]"
"353","ENSG00000110906",2898.3850727769,0.441605745053828,0.128315491724481,3.44156219267775,0.000578365500183004,0.00669163139822123,83892,"KCTD10","12",109448656,109477544,-1,"protein_coding","potassium channel tetramerization domain containing 10 [Source:HGNC Symbol;Acc:HGNC:23236]"
"90","ENSG00000068885",1569.40245733923,-0.529239080167981,0.146944769005418,-3.60161905558182,0.000316241537916381,0.00411491324703736,57560,"IFT80","3",160256986,160399880,-1,"protein_coding","intraflagellar transport 80 [Source:HGNC Symbol;Acc:HGNC:29262]"
"605","ENSG00000135679",3281.03314493111,-0.671343205690379,0.161578900195382,-4.15489401696995,3.25438354535874e-05,0.00060475630422648,4193,"MDM2","12",68808172,68850686,1,"protein_coding","MDM2 proto-oncogene, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:6973]"
"971","ENSG00000165801",2041.01268922871,-0.869737078500961,0.191384311651176,-4.54445336191492,5.50779999749493e-06,0.000127742160738225,55701,"ARHGEF40","14",21070270,21090240,1,"protein_coding","Rho guanine nucleotide exchange factor (GEF) 40 [Source:HGNC Symbol;Acc:HGNC:25516]"
"783","ENSG00000150403",3738.63300919325,0.315984095235115,0.0946616866566331,3.33803576077496,0.000843728897904983,0.00903696899488753,55002,"TMCO3","13",113490995,113554590,1,"protein_coding","transmembrane and coiled-coil domains 3 [Source:HGNC Symbol;Acc:HGNC:20329]"
"1209","ENSG00000183723",515.813201492513,0.755982519313179,0.200249928531038,3.77519495192232,0.000159882573130906,0.00234406734759687,146223,"CMTM4","16",66614750,66696707,-1,"protein_coding","CKLF-like MARVEL transmembrane domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19175]"
"1346","ENSG00000204262",16019.6486291957,0.374950609776782,0.0906705100686544,4.13530936897648,3.54476768826607e-05,0.000648375684043353,1290,"COL5A2","2",189031896,189179879,-1,"protein_coding","collagen, type V, alpha 2 [Source:HGNC Symbol;Acc:HGNC:2210]"
"1431","ENSG00000276023",24.3289230477505,1.66473148748399,0.489294970789157,3.40230655712449,0.000668196399650778,0.0074993761573093,11072,"DUSP14","17",37489831,37513501,1,"protein_coding","dual specificity phosphatase 14 [Source:HGNC Symbol;Acc:HGNC:17007]"
"668","ENSG00000139291",732.204699827721,0.728519002108783,0.132736963167844,5.48844108470059,4.05496470142551e-08,1.61611685271288e-06,55266,"TMEM19","12",71686087,71705046,1,"protein_coding","transmembrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25605]"
"398","ENSG00000115084",1715.21386445656,0.606110253521675,0.180127188917362,3.3649015296616,0.000765709809127019,0.00837910047632131,80255,"SLC35F5","2",113705011,113756823,-1,"protein_coding","solute carrier family 35, member F5 [Source:HGNC Symbol;Acc:HGNC:23617]"
"889","ENSG00000161813",1039.36615840631,0.803120480184585,0.133526222503991,6.01470231931842,1.80217559609187e-09,9.47706576486503e-08,113251,"LARP4","12",50392383,50480004,1,"protein_coding","La ribonucleoprotein domain family, member 4 [Source:HGNC Symbol;Acc:HGNC:24320]"
"1013","ENSG00000167771",45.9705586712598,-1.40745850901477,0.319009931696075,-4.4119582783262,1.02439856361629e-05,0.000219441531060378,283248,"RCOR2","11",63911221,63916844,-1,"protein_coding","REST corepressor 2 [Source:HGNC Symbol;Acc:HGNC:27455]"
"1058","ENSG00000170242",2897.62644872405,0.532692301525552,0.142977251505215,3.72571367764839,0.000194763384384494,0.00275414701821024,55031,"USP47","11",11841423,11959323,1,"protein_coding","ubiquitin specific peptidase 47 [Source:HGNC Symbol;Acc:HGNC:20076]"
"893","ENSG00000162341",427.362474756342,0.59946848074583,0.166741346745012,3.59519994559336,0.000324142530937225,0.00419204970189883,219931,"TPCN2","11",69048897,69090604,1,"protein_coding","two pore segment channel 2 [Source:HGNC Symbol;Acc:HGNC:20820]"
"148","ENSG00000083720",940.854950959287,0.699214252046339,0.194759451995169,3.5901428397102,0.000330496801438077,0.00425627045729564,5019,"OXCT1","5",41730065,41870519,-1,"protein_coding","3-oxoacid CoA transferase 1 [Source:HGNC Symbol;Acc:HGNC:8527]"
"127","ENSG00000077235",2384.05255506605,-0.334538355415721,0.0932165205708367,-3.58883117892712,0.00033216384275866,0.0042741048416142,2975,"GTF3C1","16",27459555,27549913,-1,"protein_coding","general transcription factor IIIC, polypeptide 1, alpha 220kDa [Source:HGNC Symbol;Acc:HGNC:4664]"
"728","ENSG00000145390",8772.6510358532,2.38067502360023,0.597790203433032,3.98245908000553,6.82058707995068e-05,0.00114775323695392,54532,"USP53","4",119212587,119295517,1,"protein_coding","ubiquitin specific peptidase 53 [Source:HGNC Symbol;Acc:HGNC:29255]"
"927","ENSG00000163697",2417.25697073947,0.91752483042933,0.0859822910004577,10.6710907531464,1.38985163486242e-26,7.51760821785404e-24,323,"APBB2","4",40810027,41216714,-1,"protein_coding","amyloid beta (A4) precursor protein-binding, family B, member 2 [Source:HGNC Symbol;Acc:HGNC:582]"
"1157","ENSG00000177666",2639.57019969705,1.13999465313704,0.096086997816884,11.864192648724,1.81646227974236e-32,1.528351179261e-29,57104,"PNPLA2","11",818902,825573,1,"protein_coding","patatin-like phospholipase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30802]"
"1193","ENSG00000182670",6932.93961437751,-0.635615273975875,0.113444720449245,-5.60286341628607,2.10839363233905e-08,9.20219641549711e-07,7267,"TTC3","21",37073226,37203112,1,"protein_coding","tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12393]"
"953","ENSG00000164647",1885.61489540935,1.5471905521038,0.142640811872378,10.846759295566,2.06621830641283e-27,1.25171505002489e-24,26872,"STEAP1","7",90154375,90164829,1,"protein_coding","six transmembrane epithelial antigen of the prostate 1 [Source:HGNC Symbol;Acc:HGNC:11378]"
"1386","ENSG00000223953",479.552154656347,0.553692950556161,0.158441998881456,3.49460972762927,0.000474755412829142,0.00576597492164985,114902,"C1QTNF5","11",119338942,119340883,-1,"protein_coding","C1q and tumor necrosis factor related protein 5 [Source:HGNC Symbol;Acc:HGNC:14344]"
"429","ENSG00000117758",1730.78698028405,0.814249066753082,0.152464777291305,5.34057164690142,9.26539498315363e-08,3.44777412825213e-06,23673,"STX12","1",27773183,27824452,1,"protein_coding","syntaxin 12 [Source:HGNC Symbol;Acc:HGNC:11430]"
"1391","ENSG00000233608",4677.10119351861,0.731218179817175,0.102669611840362,7.12205068968335,1.06332932748668e-12,1.05255703691411e-10,117581,"TWIST2","2",238848032,238910543,1,"protein_coding","twist family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:20670]"
"913","ENSG00000163110",1307.00957672327,1.48535579007922,0.184071695275982,8.06944157194947,7.06204189599117e-16,1.05895667836422e-13,10611,"PDLIM5","4",94451857,94668227,1,"protein_coding","PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]"
